,time,close,vol
1,2018-03-15 14:07:24,102920.0,315618
2,2018-03-15 14:07:25,102920.0,315620
3,2018-03-15 14:07:26,102920.0,315644
4,2018-03-15 14:07:26,102920.0,315644
5,2018-03-15 14:07:27,102920.0,315644
6,2018-03-15 14:07:27,102920.0,315644
7,2018-03-15 14:07:28,102920.0,315644
8,2018-03-15 14:07:28,102920.0,315646
9,2018-03-15 14:07:29,102920.0,315646
10,2018-03-15 14:07:29,102920.0,315646
11,2018-03-15 14:07:30,102920.0,315648
12,2018-03-15 14:07:30,102920.0,315648
13,2018-03-15 14:07:31,102920.0,315648
14,2018-03-15 14:07:32,102900.0,315656
15,2018-03-15 14:07:32,102910.0,315660
16,2018-03-15 14:07:33,102910.0,315660
17,2018-03-15 14:07:33,102910.0,315660
18,2018-03-15 14:07:34,102910.0,315660
19,2018-03-15 14:07:34,102910.0,315660
20,2018-03-15 14:07:35,102920.0,315668
21,2018-03-15 14:07:35,102910.0,315670
22,2018-03-15 14:07:36,102920.0,315676
23,2018-03-15 14:07:37,102920.0,315676
24,2018-03-15 14:07:37,102910.0,315688
25,2018-03-15 14:07:38,102910.0,315694
26,2018-03-15 14:07:38,102910.0,315694
27,2018-03-15 14:07:39,102920.0,315696
28,2018-03-15 14:07:39,102920.0,315696
29,2018-03-15 14:07:40,102920.0,315708
30,2018-03-15 14:07:40,102920.0,315710
31,2018-03-15 14:07:41,102910.0,315712
32,2018-03-15 14:07:42,102920.0,315716
33,2018-03-15 14:07:42,102920.0,315716
34,2018-03-15 14:07:43,102930.0,315718
35,2018-03-15 14:07:43,102930.0,315718
36,2018-03-15 14:07:44,102930.0,315718
37,2018-03-15 14:07:44,102930.0,315718
38,2018-03-15 14:07:45,102930.0,315722
39,2018-03-15 14:07:45,102930.0,315722
40,2018-03-15 14:07:46,102930.0,315722
41,2018-03-15 14:07:47,102910.0,315730
42,2018-03-15 14:07:47,102930.0,315742
43,2018-03-15 14:07:48,102930.0,315742
44,2018-03-15 14:07:48,102910.0,315744
45,2018-03-15 14:07:49,102910.0,315744
46,2018-03-15 14:07:49,102910.0,315744
47,2018-03-15 14:07:50,102910.0,315744
48,2018-03-15 14:07:50,102930.0,315746
49,2018-03-15 14:07:51,102930.0,315746
50,2018-03-15 14:07:52,102920.0,315776
51,2018-03-15 14:07:52,102920.0,315776
52,2018-03-15 14:07:53,102920.0,315776
53,2018-03-15 14:07:53,102910.0,315780
54,2018-03-15 14:07:54,102910.0,315780
55,2018-03-15 14:07:54,102930.0,315790
56,2018-03-15 14:07:55,102930.0,315856
57,2018-03-15 14:07:55,102900.0,315894
58,2018-03-15 14:07:56,102920.0,315906
59,2018-03-15 14:07:57,102930.0,315912
60,2018-03-15 14:07:57,102930.0,315912
61,2018-03-15 14:07:58,102910.0,315920
62,2018-03-15 14:07:58,102910.0,315920
63,2018-03-15 14:07:59,102910.0,315920
64,2018-03-15 14:07:59,102930.0,315922
65,2018-03-15 14:08:00,102930.0,315922
66,2018-03-15 14:08:00,102930.0,315942
67,2018-03-15 14:08:01,102920.0,315960
68,2018-03-15 14:08:02,102930.0,315968
69,2018-03-15 14:08:02,102930.0,315968
70,2018-03-15 14:08:03,102930.0,315968
71,2018-03-15 14:08:03,102920.0,315976
72,2018-03-15 14:08:04,102930.0,315980
73,2018-03-15 14:08:04,102930.0,315980
74,2018-03-15 14:08:05,102930.0,315982
75,2018-03-15 14:08:05,102930.0,315982
76,2018-03-15 14:08:06,102930.0,315984
77,2018-03-15 14:08:07,102930.0,315984
78,2018-03-15 14:08:07,102930.0,315984
79,2018-03-15 14:08:08,102920.0,316000
80,2018-03-15 14:08:08,102920.0,316000
81,2018-03-15 14:08:09,102920.0,316000
82,2018-03-15 14:08:09,102920.0,316020
83,2018-03-15 14:08:10,102920.0,316022
84,2018-03-15 14:08:11,102920.0,316026
85,2018-03-15 14:08:11,102930.0,316030
86,2018-03-15 14:08:12,102930.0,316030
87,2018-03-15 14:08:12,102930.0,316030
88,2018-03-15 14:08:13,102930.0,316030
89,2018-03-15 14:08:13,102930.0,316036
90,2018-03-15 14:08:14,102930.0,316036
91,2018-03-15 14:08:14,102920.0,316040
92,2018-03-15 14:08:15,102920.0,316040
93,2018-03-15 14:08:16,102920.0,316040
94,2018-03-15 14:08:16,102920.0,316040
95,2018-03-15 14:08:17,102920.0,316042
96,2018-03-15 14:08:17,102920.0,316042
97,2018-03-15 14:08:18,102930.0,316048
98,2018-03-15 14:08:18,102930.0,316048
99,2018-03-15 14:08:19,102940.0,316058
100,2018-03-15 14:08:19,102940.0,316072
101,2018-03-15 14:08:20,102940.0,316072
102,2018-03-15 14:08:21,102940.0,316072
103,2018-03-15 14:08:21,102940.0,316072
104,2018-03-15 14:08:22,102940.0,316072
105,2018-03-15 14:08:22,102940.0,316072
