,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
,AAPL,AMZN,BABA,BIDU,FB,GOOGL,AAPL,AMZN,BABA,BIDU,FB,GOOGL,AAPL,AMZN,BABA,BIDU,FB,GOOGL,AAPL,AMZN,BABA,BIDU,FB,GOOGL,AAPL,AMZN,BABA,BIDU,FB,GOOGL,AAPL,AMZN,BABA,BIDU,FB,GOOGL
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-27,76.21807861328125,1828.3399658203125,205.47000122070312,126.27999877929688,214.8699951171875,1431.72998046875,77.23750305175781,1828.3399658203125,205.47000122070312,126.27999877929688,214.8699951171875,1431.72998046875,77.94249725341797,1841.0,208.02000427246094,127.38999938964844,216.05999755859375,1436.5799560546875,76.22000122070312,1815.3399658203125,199.5,121.0,212.5,1419.5,77.51499938964844,1820.0,201.22000122070312,122.0,213.10000610351562,1431.5400390625,161940000,3528500,24574700,5428600,13810700,1706600
2020-01-28,78.37423706054688,1853.25,210.22999572753906,126.93000030517578,217.7899932861328,1450.5,79.42250061035156,1853.25,210.22999572753906,126.93000030517578,217.7899932861328,1450.5,79.5999984741211,1858.1099853515625,210.91000366210938,128.3000030517578,218.74000549316406,1454.800048828125,78.04750061035156,1830.02001953125,207.1699981689453,125.81999969482422,213.52000427246094,1430.3599853515625,78.1500015258789,1840.5,209.74000549316406,128.0500030517578,216.13999938964844,1441.739990234375,162234000,2808000,16196700,2778500,13413800,1486200
2020-01-29,80.01480102539062,1858.0,212.02000427246094,126.47000122070312,223.22999572753906,1456.699951171875,81.08499908447266,1858.0,212.02000427246094,126.47000122070312,223.22999572753906,1456.699951171875,81.9625015258789,1874.75,213.97999572753906,128.17999267578125,224.1999969482422,1464.1400146484375,80.34500122070312,1855.02001953125,209.52000427246094,126.08000183105469,218.4499969482422,1445.3900146484375,81.11250305175781,1864.0,212.55999755859375,127.97000122070312,221.44000244140625,1458.4599609375,216229200,2088000,12871900,2428800,33181300,1078300
2020-01-30,79.89884948730469,1870.6800537109375,208.5800018310547,125.73999786376953,209.52999877929688,1454.25,80.96749877929688,1870.6800537109375,208.5800018310547,125.73999786376953,209.52999877929688,1454.25,81.02249908447266,1872.8699951171875,209.86000061035156,126.11000061035156,211.42999267578125,1455.25,79.6875,1850.6099853515625,205.02999877929688,122.31999969482422,204.75,1435.0,80.13500213623047,1858.0,207.8800048828125,123.30000305175781,206.52999877929688,1438.0999755859375,126743200,6327400,14376000,2952100,48775500,1355500
2020-01-31,76.3562240600586,2008.719970703125,206.58999633789062,123.55999755859375,201.91000366210938,1432.780029296875,77.37750244140625,2008.719970703125,206.58999633789062,123.55999755859375,201.91000366210938,1432.780029296875,80.66999816894531,2055.719970703125,207.92999267578125,123.87999725341797,208.69000244140625,1469.6700439453125,77.07250213623047,2002.27001953125,204.72799682617188,122.0,201.05999755859375,1427.06005859375,80.23249816894531,2051.469970703125,206.5,123.19999694824219,208.42999267578125,1467.8599853515625,199588400,15567300,18181400,4880900,31359900,2191100
2020-02-03,76.14654541015625,2004.199951171875,213.10000610351562,130.49000549316406,204.19000244140625,1482.5999755859375,77.16500091552734,2004.199951171875,213.10000610351562,130.49000549316406,204.19000244140625,1482.5999755859375,78.37249755859375,2048.5,215.02000427246094,133.77999877929688,205.13999938964844,1486.300048828125,75.55500030517578,2000.25,208.6699981689453,126.9000015258789,202.5,1456.6099853515625,76.07499694824219,2010.5999755859375,208.6699981689453,127.1500015258789,203.44000244140625,1461.6500244140625,173788400,5891700,14118800,7709600,15495600,3581800
2020-02-04,78.66041564941406,2049.669921875,222.8800048828125,131.3699951171875,209.8300018310547,1445.4100341796875,79.7125015258789,2049.669921875,222.8800048828125,131.3699951171875,209.8300018310547,1445.4100341796875,79.91000366210938,2059.800048828125,224.3800048828125,134.9499969482422,210.60000610351562,1467.3399658203125,78.40750122070312,2015.3699951171875,220.49000549316406,131.11000061035156,205.1999969482422,1422.030029296875,78.82749938964844,2029.8800048828125,221.35000610351562,134.6999969482422,206.6199951171875,1454.489990234375,136616400,5289300,16695100,3873200,19628900,4794000
2020-02-05,79.30182647705078,2039.8699951171875,220.22000122070312,130.75,210.11000061035156,1446.050048828125,80.36250305175781,2039.8699951171875,220.22000122070312,130.75,210.11000061035156,1446.050048828125,81.19000244140625,2071.02001953125,226.6999969482422,134.5800018310547,212.72999572753906,1464.5799560546875,79.73750305175781,2032.0,217.5399932861328,129.4600067138672,208.7100067138672,1429.6800537109375,80.87999725341797,2071.02001953125,226.52000427246094,134.52000427246094,212.50999450683594,1463.6099853515625,118826800,4376200,15766100,3523200,12538200,1818800
2020-02-06,80.22943115234375,2050.22998046875,220.89999389648438,133.16000366210938,210.85000610351562,1475.969970703125,81.30249786376953,2050.22998046875,220.89999389648438,133.16000366210938,210.85000610351562,1475.969970703125,81.30500030517578,2056.300048828125,223.64999389648438,133.74000549316406,211.19000244140625,1481.56005859375,80.06500244140625,2024.800048828125,219.77999877929688,130.33999633789062,209.33999633789062,1450.47998046875,80.64250183105469,2041.02001953125,223.1300048828125,132.25,210.47000122070312,1451.97998046875,105425600,3183000,10790800,3208200,10567500,1891100
2020-02-07,79.13890075683594,2079.280029296875,216.52999877929688,130.91000366210938,212.3300018310547,1479.1099853515625,80.00749969482422,2079.280029296875,216.52999877929688,130.91000366210938,212.3300018310547,1479.1099853515625,80.8499984741211,2098.530029296875,217.83999633789062,131.83999633789062,212.82000732421875,1485.25,79.5,2038.0999755859375,214.8800048828125,129.6999969482422,209.92999267578125,1465.4100341796875,80.59249877929688,2041.989990234375,217.4600067138672,131.02000427246094,210.3000030517578,1467.3900146484375,117684000,5095300,13790300,2765700,12242500,1418000
2020-02-10,79.5147705078125,2133.909912109375,215.77000427246094,131.0500030517578,213.05999755859375,1508.6600341796875,80.38749694824219,2133.909912109375,215.77000427246094,131.0500030517578,213.05999755859375,1508.6600341796875,80.38749694824219,2135.60009765625,215.77000427246094,131.69000244140625,213.8000030517578,1508.8800048828125,78.4625015258789,2084.9599609375,212.1999969482422,129.1999969482422,210.66000366210938,1475.199951171875,78.54499816894531,2085.010009765625,213.5,129.25999450683594,211.52000427246094,1477.22998046875,109348800,5056200,17420300,3326700,11856400,1915100
2020-02-11,79.03502655029297,2150.800048828125,217.2100067138672,133.99000549316406,207.19000244140625,1510.06005859375,79.90249633789062,2150.800048828125,217.2100067138672,133.99000549316406,207.19000244140625,1510.06005859375,80.9749984741211,2185.949951171875,220.00999450683594,136.82000732421875,210.86000061035156,1529.8800048828125,79.67749786376953,2136.0,215.2899932861328,132.72000122070312,206.50999450683594,1505.449951171875,80.9000015258789,2150.89990234375,219.91000366210938,133.50999450683594,210.19000244140625,1513.27001953125,94323200,5746000,16073500,3546100,25030800,1742600
2020-02-12,80.91194152832031,2160.0,224.30999755859375,137.49000549316406,210.75999450683594,1518.6300048828125,81.80000305175781,2160.0,224.30999755859375,137.49000549316406,210.75999450683594,1518.6300048828125,81.80500030517578,2180.25,225.52000427246094,138.5,211.22000122070312,1520.300048828125,80.36750030517578,2155.2900390625,220.2100067138672,134.66000366210938,207.39999389648438,1508.6700439453125,80.36750030517578,2163.199951171875,221.1300048828125,136.72999572753906,207.85000610351562,1515.8599853515625,113730400,3334300,18671900,3636600,13813700,1552100
2020-02-13,80.33575439453125,2149.8701171875,220.36000061035156,135.17999267578125,213.13999938964844,1513.3900146484375,81.21749877929688,2149.8701171875,220.36000061035156,135.17999267578125,213.13999938964844,1513.3900146484375,81.55500030517578,2170.280029296875,225.0,136.3000030517578,214.3300018310547,1525.949951171875,80.8375015258789,2142.0,218.99000549316406,133.22999572753906,209.17999267578125,1504.0,81.04750061035156,2144.989990234375,220.0,135.02000427246094,209.52000427246094,1510.0,94747600,3031800,28069700,3150300,15396600,1145700
2020-02-14,80.35554504394531,2134.8701171875,219.6300048828125,134.57000732421875,214.17999267578125,1518.72998046875,81.23750305175781,2134.8701171875,219.6300048828125,134.57000732421875,214.17999267578125,1518.72998046875,81.49500274658203,2159.0400390625,221.63999938964844,135.89999389648438,214.92999267578125,1520.050048828125,80.7125015258789,2125.889892578125,218.22999572753906,134.0500030517578,212.64999389648438,1505.550048828125,81.18499755859375,2155.679931640625,221.10000610351562,135.89999389648438,214.0,1514.530029296875,80113600,2606200,10690000,1697400,10741700,1159900
2020-02-18,78.88419342041016,2155.669921875,220.52000427246094,134.17999267578125,217.8000030517578,1519.43994140625,79.75,2155.669921875,220.52000427246094,134.17999267578125,217.8000030517578,1519.43994140625,79.9375,2166.070068359375,220.85000610351562,134.7899932861328,217.97999572753906,1530.56005859375,78.65249633789062,2124.110107421875,217.50999450683594,132.49000549316406,213.39999389648438,1511.010009765625,78.83999633789062,2125.02001953125,218.5500030517578,134.02000427246094,213.5500030517578,1514.3399658203125,152531200,2945600,12987000,2817000,15609200,1282100
2020-02-19,80.02664947509766,2170.219970703125,222.13999938964844,135.80999755859375,217.49000549316406,1524.8699951171875,80.90499877929688,2170.219970703125,222.13999938964844,135.80999755859375,217.49000549316406,1524.8699951171875,81.14250183105469,2185.10009765625,223.55999755859375,135.8800048828125,218.32000732421875,1530.739990234375,80.0,2161.1201171875,220.75,132.8000030517578,216.11000061035156,1520.97998046875,80.0,2167.800048828125,221.52000427246094,134.24000549316406,217.99000549316406,1527.199951171875,93984000,2561200,10798100,2118400,12135100,1137300
2020-02-20,79.20565795898438,2153.10009765625,218.0399932861328,132.4600067138672,214.5800018310547,1516.989990234375,80.07499694824219,2153.10009765625,218.0399932861328,132.4600067138672,214.5800018310547,1516.989990234375,81.1624984741211,2176.7900390625,222.5,136.32000732421875,218.77000427246094,1527.0699462890625,79.55249786376953,2127.449951171875,214.22000122070312,131.2100067138672,212.9499969482422,1504.260009765625,80.65750122070312,2173.070068359375,222.5,135.0,216.52000427246094,1519.010009765625,100566000,3131300,14950100,3662400,13109200,1298100
2020-02-21,77.41283416748047,2095.969970703125,212.58999633789062,129.8000030517578,210.17999267578125,1483.4599609375,78.26249694824219,2095.969970703125,212.58999633789062,129.8000030517578,210.17999267578125,1483.4599609375,80.11250305175781,2144.550048828125,217.60000610351562,131.5500030517578,214.24000549316406,1510.949951171875,77.625,2088.0,211.55999755859375,128.0800018310547,208.8300018310547,1478.489990234375,79.65499877929688,2142.14990234375,217.5399932861328,131.35000610351562,213.47999572753906,1504.5799560546875,129554000,4646300,17681200,3095900,14092300,2126000
2020-02-24,73.7356948852539,2009.2900390625,206.16000366210938,125.83000183105469,200.72000122070312,1419.8599853515625,74.54499816894531,2009.2900390625,206.16000366210938,125.83000183105469,200.72000122070312,1419.8599853515625,76.04499816894531,2039.300048828125,207.27999877929688,127.3499984741211,203.64999389648438,1436.3800048828125,72.30750274658203,1987.969970703125,202.50999450683594,122.13999938964844,198.1699981689453,1406.7900390625,74.31500244140625,2003.1800537109375,203.5500030517578,122.69999694824219,201.8000030517578,1423.050048828125,222195200,6547000,19380200,4581500,23080100,2478000
2020-02-25,71.23809814453125,1972.739990234375,205.61000061035156,124.43000030517578,196.77000427246094,1386.3199462890625,72.0199966430664,1972.739990234375,205.61000061035156,124.43000030517578,196.77000427246094,1386.3199462890625,75.63249969482422,2034.5999755859375,209.9499969482422,128.44000244140625,203.5,1436.8499755859375,71.53250122070312,1958.4200439453125,204.10000610351562,123.5999984741211,195.9499969482422,1380.4200439453125,75.23750305175781,2026.4200439453125,208.50999450683594,128.36000061035156,202.25,1431.0,230673600,6219100,18132400,5139300,21433500,2579000
