Date,Open,High,Low,Close,Adj Close,Volume,name
2020-02-03,40.7599983215332,41.1511116027832,40.7599983215332,40.7599983215332,40.62529754638672,5944025,300747.SZ
2020-02-04,40.0,41.511112213134766,39.68000030517578,40.537776947021484,40.403812408447266,9680022,300747.SZ
2020-02-05,40.537776947021484,42.666664123535156,40.391109466552734,42.31111145019531,42.17128372192383,8533935,300747.SZ
2020-02-06,42.03555679321289,43.33333206176758,41.68888854980469,42.720001220703125,42.578826904296875,6900180,300747.SZ
2020-02-07,42.666664123535156,45.31111145019531,42.524444580078125,45.03111267089844,44.882301330566406,7212303,300747.SZ
2020-02-10,45.279998779296875,45.279998779296875,43.51555633544922,44.49777603149414,44.35072708129883,6231901,300747.SZ
2020-02-11,44.391109466552734,45.133331298828125,43.60888671875,44.70222091674805,44.55449295043945,3825778,300747.SZ
2020-02-12,44.959999084472656,45.63999938964844,44.24888610839844,45.351112365722656,45.20124053955078,3832830,300747.SZ
2020-02-13,44.71110916137695,45.315555572509766,43.24444580078125,43.924442291259766,43.7792854309082,6999606,300747.SZ
2020-02-14,43.9555549621582,44.973331451416016,43.70222091674805,44.53333282470703,44.386165618896484,4397949,300747.SZ
2020-02-17,44.98222351074219,46.82666778564453,44.98222351074219,46.315555572509766,46.162498474121094,5750410,300747.SZ
2020-02-18,46.31111145019531,47.2400016784668,46.071109771728516,47.168888092041016,47.01301193237305,4227788,300747.SZ
2020-02-19,47.182220458984375,47.93777847290039,46.53333282470703,47.02666473388672,46.87125778198242,3702397,300747.SZ
2020-02-20,47.03111267089844,47.9555549621582,46.666664123535156,47.77777862548828,47.61988830566406,4743351,300747.SZ
2020-02-21,47.959999084472656,49.31999969482422,47.46666717529297,48.60888671875,48.44824981689453,5911852,300747.SZ
2020-02-24,48.5555534362793,48.87111282348633,47.90666580200195,48.64444351196289,48.48368835449219,7701954,300747.SZ
2020-02-25,47.23555374145508,47.844444274902344,45.5555534362793,47.40444564819336,47.24778747558594,9690738,300747.SZ
2020-02-26,46.43555450439453,47.11111068725586,44.58222198486328,44.795555114746094,44.647518157958984,6602238,300747.SZ
2020-02-27,45.28888702392578,46.0,44.08888626098633,45.537776947021484,45.38728713989258,5138568,300747.SZ
2020-02-28,43.586666107177734,44.875553131103516,42.08888626098633,42.08888626098633,41.94979476928711,5439708,300747.SZ
2020-03-02,42.44444274902344,43.81777572631836,41.33333206176758,43.22222137451172,43.079383850097656,6020745,300747.SZ
2020-03-03,43.97777557373047,45.084442138671875,43.44888687133789,44.29777526855469,44.15138244628906,5802538,300747.SZ
2020-03-04,44.217777252197266,44.65777587890625,42.68888854980469,43.715553283691406,43.57108688354492,3951657,300747.SZ
2020-03-05,44.44444274902344,45.195556640625,43.82666778564453,44.7066650390625,44.55892562866211,4324484,300747.SZ
2020-03-06,44.22222137451172,45.084442138671875,43.82222366333008,44.44444274902344,44.297569274902344,2862324,300747.SZ
2020-03-09,43.66222381591797,44.831111907958984,42.44444274902344,42.720001220703125,42.578826904296875,3532801,300747.SZ
2020-03-10,42.22222137451172,46.98666763305664,42.22222137451172,46.666664123535156,46.51244354248047,8768733,300747.SZ
2020-03-11,46.17333221435547,47.351112365722656,44.6533317565918,44.880001068115234,44.731685638427734,5720112,300747.SZ
2020-03-12,43.666664123535156,44.0444450378418,43.0977783203125,43.65777587890625,43.51350021362305,2963297,300747.SZ
2020-03-13,41.77777862548828,43.5555534362793,41.622222900390625,42.942222595214844,42.80031204223633,3262808,300747.SZ
2020-03-16,42.75555419921875,43.67555618286133,39.11111068725586,39.551109313964844,39.420406341552734,5129973,300747.SZ
2020-03-17,40.0,40.83555603027344,37.77777862548828,38.844444274902344,38.7160758972168,3571051,300747.SZ
2020-03-18,39.293331146240234,39.9466667175293,38.22222137451172,38.342220306396484,38.215511322021484,2602428,300747.SZ
2020-03-19,38.51555633544922,38.7599983215332,37.364444732666016,38.68000030517578,38.55217361450195,3328881,300747.SZ
2020-03-20,39.01777648925781,39.35555648803711,37.68000030517578,38.720001220703125,38.592044830322266,2552744,300747.SZ
2020-03-23,37.83555603027344,38.26222229003906,36.98666763305664,37.0533332824707,36.93088150024414,2224948,300747.SZ
2020-03-24,37.733333587646484,37.8577766418457,35.34666442871094,36.47111129760742,36.350582122802734,5816637,300747.SZ
2020-03-25,37.25777816772461,37.391109466552734,36.18666458129883,37.133331298828125,37.010616302490234,5158401,300747.SZ
2020-03-26,36.862220764160156,36.862220764160156,35.77777862548828,36.293331146240234,36.17339324951172,3655894,300747.SZ
2020-03-27,36.7511100769043,36.79999923706055,35.91555404663086,36.17777633666992,36.05821990966797,3379961,300747.SZ
2020-03-30,35.68000030517578,35.77777862548828,34.02666473388672,35.2400016784668,35.12354278564453,4063149,300747.SZ
2020-03-31,35.72888946533203,35.84000015258789,34.52888870239258,34.57777786254883,34.46350860595703,2106092,300747.SZ
2020-04-01,34.666664123535156,35.524444580078125,34.27111053466797,34.64444351196289,34.52995300292969,3018035,300747.SZ
2020-04-02,34.61333465576172,36.0,34.351112365722656,35.991111755371094,35.872169494628906,3192070,300747.SZ
2020-04-03,36.02666473388672,36.69333267211914,35.6533317565918,36.01777648925781,35.89875030517578,2875108,300747.SZ
2020-04-07,37.02666473388672,37.09333419799805,36.44888687133789,36.720001220703125,36.59865188598633,3178878,300747.SZ
2020-04-08,36.684444427490234,37.46666717529297,36.47999954223633,36.76888656616211,36.647377014160156,2408897,300747.SZ
2020-04-09,37.17777633666992,37.328887939453125,36.342220306396484,36.502220153808594,36.381591796875,2193628,300747.SZ
2020-04-10,36.88888931274414,37.279998779296875,36.17777633666992,36.488887786865234,36.36830139160156,3055756,300747.SZ
2020-04-13,36.53333282470703,36.53333282470703,35.439998626708984,35.91999816894531,35.80129623413086,2348205,300747.SZ
2020-04-14,36.31111145019531,36.97777557373047,36.040000915527344,36.733333587646484,36.611942291259766,2768665,300747.SZ
2020-04-15,36.573333740234375,37.20000076293945,36.28888702392578,36.364444732666016,36.2442741394043,2433863,300747.SZ
2020-04-16,36.439998626708984,38.20888900756836,35.82222366333008,38.12888717651367,38.00288391113281,4533486,300747.SZ
2020-04-17,38.11555480957031,39.82222366333008,37.78666687011719,38.91555404663086,38.78695297241211,4737496,300747.SZ
2020-04-20,39.5555534362793,39.68888854980469,38.622222900390625,39.133331298828125,39.00400924682617,1720408,300747.SZ
2020-04-21,39.155555725097656,39.155555725097656,38.03555679321289,38.48444366455078,38.35726547241211,1673860,300747.SZ
2020-04-22,38.0533332824707,38.88888931274414,38.0533332824707,38.73777770996094,38.60976028442383,1546098,300747.SZ
2020-04-23,38.88444519042969,39.0444450378418,38.0444450378418,38.11555480957031,37.989593505859375,1570365,300747.SZ
2020-04-24,38.328887939453125,38.488887786865234,37.266666412353516,37.475555419921875,37.35171127319336,2254790,300747.SZ
2020-04-27,37.46666717529297,39.0,36.942222595214844,38.666664123535156,38.538883209228516,2685627,300747.SZ
2020-04-28,38.880001068115234,40.0,37.413333892822266,38.844444274902344,38.7160758972168,2874975,300747.SZ
2020-04-29,38.795555114746094,40.599998474121094,38.795555114746094,40.44444274902344,40.31078338623047,3747656,300747.SZ
2020-04-30,40.60888671875,41.7066650390625,40.328887939453125,40.97777557373047,40.84235382080078,3361988,300747.SZ
2020-05-06,40.75555419921875,43.54666519165039,40.44444274902344,43.11111068725586,42.96864318847656,4951089,300747.SZ
2020-05-07,43.11111068725586,43.4577751159668,42.64444351196289,42.8577766418457,42.716148376464844,2454975,300747.SZ
2020-05-08,42.862220764160156,43.5555534362793,42.862220764160156,43.11555480957031,42.97306823730469,3192237,300747.SZ
2020-05-11,43.57777786254883,44.7511100769043,43.342220306396484,43.77333450317383,43.62867736816406,4181719,300747.SZ
2020-05-12,44.44888687133789,44.666664123535156,43.11111068725586,44.39555358886719,44.24884033203125,3092663,300747.SZ
2020-05-13,44.47999954223633,45.80888748168945,44.342220306396484,45.69333267211914,45.54233169555664,2673747,300747.SZ
2020-05-14,45.057777404785156,45.439998626708984,44.35555648803711,44.7066650390625,44.55892562866211,2090061,300747.SZ
2020-05-15,44.6533317565918,44.96444320678711,44.21333312988281,44.44888687133789,44.301998138427734,1847108,300747.SZ
2020-05-18,44.53333282470703,45.813331604003906,43.77777862548828,43.96888732910156,43.823585510253906,3008049,300747.SZ
2020-05-19,44.44444274902344,45.98666763305664,44.11111068725586,45.88888931274414,45.73724365234375,3290469,300747.SZ
2020-05-20,46.30666732788086,46.63111114501953,45.204444885253906,45.9466667175293,45.79482650756836,2739033,300747.SZ
2020-05-21,45.924442291259766,46.426666259765625,45.11111068725586,45.32444381713867,45.174659729003906,1713262,300747.SZ
2020-05-22,45.31111145019531,45.599998474121094,44.279998779296875,44.880001068115234,44.731685638427734,1975115,300747.SZ
2020-05-25,44.88888931274414,45.17777633666992,43.93777847290039,44.511112213134766,44.364017486572266,1378575,300747.SZ
2020-05-26,44.893333435058594,46.22222137451172,44.88444519042969,45.44888687133789,45.29869079589844,2503345,300747.SZ
2020-05-27,45.862220764160156,46.47999954223633,45.008888244628906,45.49333190917969,45.34299087524414,2723744,300747.SZ
2020-05-28,45.911109924316406,45.911109924316406,44.733333587646484,45.59555435180664,45.44487762451172,1926693,300747.SZ
2020-05-29,45.697776794433594,46.88888931274414,45.11111068725586,45.8488883972168,45.69737243652344,2673778,300747.SZ
2020-06-01,46.21333312988281,47.022220611572266,45.813331604003906,45.95111083984375,45.79925537109375,5670657,300747.SZ
2020-06-02,46.17777633666992,46.439998626708984,45.377777099609375,46.03111267089844,45.87899398803711,3203613,300747.SZ
2020-06-03,46.20000076293945,46.364444732666016,45.35555648803711,45.439998626708984,45.289833068847656,2784143,300747.SZ
2020-06-04,45.524444580078125,45.90666580200195,44.68888854980469,45.022220611572266,44.873435974121094,2935302,300747.SZ
2020-06-05,45.586666107177734,46.133331298828125,44.00444412231445,44.488887786865234,44.34186553955078,5832756,300747.SZ
2020-06-08,44.844444274902344,45.16444396972656,44.008888244628906,44.13777542114258,43.991912841796875,2280276,300747.SZ
2020-06-09,44.1422233581543,44.813331604003906,44.00444412231445,44.44444274902344,44.297569274902344,1649945,300747.SZ
2020-06-10,44.53333282470703,44.66222381591797,43.68888854980469,44.560001373291016,44.412742614746094,3096607,300747.SZ
2020-06-11,44.75555419921875,46.133331298828125,44.68000030517578,45.46666717529297,45.31641387939453,5746155,300747.SZ
2020-06-12,44.57777786254883,44.88888931274414,43.93333435058594,44.59111022949219,44.443748474121094,3504930,300747.SZ
2020-06-15,44.43111038208008,46.16444396972656,44.0977783203125,44.97777557373047,44.829139709472656,3956427,300747.SZ
2020-06-16,45.8577766418457,46.599998474121094,45.488887786865234,46.15999984741211,46.0074577331543,3869815,300747.SZ
2020-06-17,46.24888610839844,46.44888687133789,44.697776794433594,45.06666564941406,44.9177360534668,3569658,300747.SZ
2020-06-18,44.93333435058594,45.377777099609375,44.57777786254883,44.733333587646484,44.58550262451172,2247032,300747.SZ
2020-06-19,44.72444534301758,46.666664123535156,44.72444534301758,45.12444305419922,44.975318908691406,5739619,300747.SZ
2020-06-22,44.733333587646484,46.08000183105469,44.733333587646484,45.52000045776367,45.369571685791016,2908626,300747.SZ
2020-06-23,45.54666519165039,45.9555549621582,44.60888671875,45.008888244628906,44.86014938354492,2870226,300747.SZ
2020-06-24,45.02666473388672,49.573333740234375,44.9022216796875,49.573333740234375,49.409507751464844,11060255,300747.SZ
2020-06-29,49.77777862548828,49.86666488647461,47.28888702392578,47.79111099243164,47.633174896240234,8393112,300747.SZ
2020-06-30,48.22666549682617,48.439998626708984,47.5555534362793,48.37333297729492,48.21347427368164,4926998,300747.SZ
2020-07-01,48.22222137451172,48.351112365722656,46.61333465576172,47.168888092041016,47.01301193237305,4826234,300747.SZ
2020-07-02,47.106666564941406,47.622222900390625,46.56444549560547,46.99555587768555,46.84025192260742,4325973,300747.SZ
2020-07-03,47.106666564941406,47.17333221435547,46.266666412353516,46.60444259643555,46.45043182373047,5139319,300747.SZ
2020-07-06,46.91555404663086,47.991111755371094,46.44444274902344,47.81777572631836,47.659751892089844,7438194,300747.SZ
2020-07-07,47.991111755371094,49.68888854980469,47.5555534362793,48.4577751159668,48.297637939453125,8965386,300747.SZ
2020-07-08,47.911109924316406,49.38222122192383,47.78666687011719,49.0977783203125,48.935523986816406,6141692,300747.SZ
2020-07-09,49.20000076293945,49.32444381713867,48.302223205566406,48.88888931274414,48.727325439453125,10394376,300747.SZ
2020-07-10,49.08888626098633,51.20000076293945,48.73777770996094,49.69333267211914,49.529109954833984,8120634,300747.SZ
2020-07-13,49.911109924316406,52.88888931274414,49.33333206176758,51.782222747802734,51.6110954284668,6855097,300747.SZ
2020-07-14,51.684444427490234,52.20888900756836,48.45333480834961,48.733333587646484,48.57228469848633,8100940,300747.SZ
2020-07-15,49.11111068725586,49.684444427490234,47.11111068725586,47.38666534423828,47.23006820678711,5818792,300747.SZ
2020-07-16,47.59555435180664,48.217777252197266,44.0,45.022220611572266,44.873435974121094,5844305,300747.SZ
2020-07-17,45.342220306396484,45.99555587768555,44.524444580078125,45.48444366455078,45.334129333496094,3682372,300747.SZ
2020-07-20,45.7599983215332,45.973331451416016,44.43555450439453,45.89777755737305,45.74610137939453,3767195,300747.SZ
2020-07-21,45.813331604003906,46.88444519042969,45.5555534362793,46.25777816772461,46.10491180419922,3088874,300747.SZ
2020-07-22,46.231109619140625,47.413333892822266,45.924442291259766,46.426666259765625,46.27323913574219,3289583,300747.SZ
2020-07-23,46.25777816772461,46.648887634277344,44.88888931274414,45.64444351196289,45.49360275268555,3969173,300747.SZ
2020-07-24,44.959999084472656,46.22222137451172,43.38666534423828,43.413333892822266,43.269866943359375,4552224,300747.SZ
2020-07-27,43.35555648803711,43.95111083984375,43.10222244262695,43.7599983215332,43.615386962890625,2679252,300747.SZ
2020-07-28,44.38222122192383,45.502220153808594,44.057777404785156,44.66222381591797,44.51462936401367,3127533,300747.SZ
2020-07-29,45.0444450378418,48.57777786254883,44.70222091674805,47.195556640625,47.039588928222656,6132145,300747.SZ
2020-07-30,47.16444396972656,47.551109313964844,46.52000045776367,46.66222381591797,46.508018493652344,2845847,300747.SZ
2020-07-31,47.03555679321289,47.893333435058594,46.35555648803711,47.0977783203125,46.942134857177734,3213380,300747.SZ
2020-08-03,47.831111907958984,48.82666778564453,47.293331146240234,48.293331146240234,48.13373565673828,5218098,300747.SZ
2020-08-04,48.44888687133789,49.24444580078125,47.36888885498047,47.49777603149414,47.34081268310547,4843372,300747.SZ
2020-08-05,47.47111129760742,48.04888916015625,47.08000183105469,47.400001525878906,47.24335861206055,3208358,300747.SZ
2020-08-06,48.08000183105469,51.551109313964844,47.41777801513672,49.782222747802734,49.617706298828125,10087771,300747.SZ
2020-08-07,49.511112213134766,50.43555450439453,46.666664123535156,47.511112213134766,47.354103088378906,6945428,300747.SZ
2020-08-10,47.057777404785156,48.35555648803711,46.666664123535156,47.72888946533203,47.57115936279297,4284706,300747.SZ
2020-08-11,47.58222198486328,48.0,46.666664123535156,46.7511100769043,46.59661102294922,3400296,300747.SZ
2020-08-12,46.86666488647461,47.53333282470703,44.666664123535156,45.33333206176758,45.27131652832031,3650688,300747.SZ
2020-08-13,45.32666778564453,48.413333892822266,45.2066650390625,47.86000061035156,47.79452896118164,6381723,300747.SZ
2020-08-14,47.87333297729492,48.96666717529297,47.266666412353516,48.34000015258789,48.27387237548828,4191709,300747.SZ
2020-08-17,49.65999984741211,50.220001220703125,48.400001525878906,49.86666488647461,49.79844665527344,6517543,300747.SZ
2020-08-18,49.82666778564453,50.5,47.95333480834961,48.79999923706055,48.73324203491211,5451388,300747.SZ
2020-08-19,48.586666107177734,49.46666717529297,46.59333419799805,46.633331298828125,46.56953811645508,4489359,300747.SZ
2020-08-20,46.133331298828125,46.63999938964844,45.5,45.72666549682617,45.66411209106445,3090214,300747.SZ
2020-08-21,46.0,47.599998474121094,45.733333587646484,46.6533317565918,46.58951187133789,3655507,300747.SZ
2020-08-24,46.246665954589844,47.20000076293945,44.79999923706055,46.36666488647461,46.3032341003418,3659724,300747.SZ
2020-08-25,46.599998474121094,50.13999938964844,46.52000045776367,49.08000183105469,49.01285934448242,8467590,300747.SZ
2020-08-26,48.666664123535156,49.973331451416016,47.77333450317383,49.01333236694336,48.94628143310547,5794144,300747.SZ
2020-08-27,46.666664123535156,48.51333236694336,42.69333267211914,47.793331146240234,47.72795104980469,10057165,300747.SZ
2020-08-28,47.22666549682617,47.79999923706055,45.926666259765625,46.85333251953125,46.78923797607422,6059556,300747.SZ
2020-08-31,47.33333206176758,52.88666534423828,47.17333221435547,51.03333282470703,50.96352005004883,11816758,300747.SZ
2020-09-01,51.03333282470703,52.77333450317383,50.54666519165039,51.7066650390625,51.63593292236328,7690939,300747.SZ
2020-09-02,52.53333282470703,52.63999938964844,50.266666412353516,51.2400016784668,51.16990661621094,4957612,300747.SZ
2020-09-03,50.79999923706055,51.060001373291016,48.2066650390625,48.90666580200195,48.83976364135742,7067064,300747.SZ
2020-09-04,47.573333740234375,49.84666442871094,47.473331451416016,48.793331146240234,48.72658157348633,5463181,300747.SZ
2020-09-07,49.18000030517578,51.0,48.380001068115234,48.96666717529297,48.899681091308594,5264808,300747.SZ
2020-09-08,48.586666107177734,50.20000076293945,47.47999954223633,49.900001525878906,49.83173751831055,4790881,300747.SZ
2020-09-09,49.560001373291016,49.56666564941406,46.20000076293945,46.40666580200195,46.34318161010742,5605756,300747.SZ
2020-09-10,46.753334045410156,47.22666549682617,44.72666549682617,45.62666702270508,45.56425094604492,4523659,300747.SZ
2020-09-11,45.36666488647461,46.19333267211914,44.68666458129883,45.84000015258789,45.77729034423828,2729850,300747.SZ
2020-09-14,45.939998626708984,46.93333435058594,45.253334045410156,46.2400016784668,46.1767463684082,2872759,300747.SZ
2020-09-15,46.18666458129883,46.880001068115234,44.913333892822266,46.733333587646484,46.669403076171875,3190497,300747.SZ
2020-09-16,46.733333587646484,46.82666778564453,45.439998626708984,45.56666564941406,45.504329681396484,1841416,300747.SZ
2020-09-17,45.40666580200195,46.86666488647461,45.0,46.133331298828125,46.070220947265625,2399425,300747.SZ
2020-09-18,46.33333206176758,46.586666107177734,45.46666717529297,46.49333190917969,46.42972946166992,2220036,300747.SZ
2020-09-21,46.36000061035156,46.56666564941406,44.99333190917969,45.119998931884766,45.05827713012695,3902787,300747.SZ
2020-09-22,44.733333587646484,44.913333892822266,43.20000076293945,43.266666412353516,43.20747756958008,4743022,300747.SZ
2020-09-23,43.393333435058594,43.666664123535156,42.746665954589844,43.46666717529297,43.407203674316406,2780352,300747.SZ
2020-09-24,42.900001525878906,43.03333282470703,41.313331604003906,41.31999969482422,41.26347351074219,3771471,300747.SZ
2020-09-25,41.54666519165039,41.733333587646484,40.30666732788086,40.68666458129883,40.631004333496094,4170541,300747.SZ
2020-09-28,40.573333740234375,40.753334045410156,39.279998779296875,39.34666442871094,39.29283905029297,3842464,300747.SZ
2020-09-29,39.63999938964844,41.540000915527344,39.63999938964844,41.35333251953125,41.29676055908203,4834470,300747.SZ
2020-09-30,41.426666259765625,42.32666778564453,41.040000915527344,41.45333480834961,41.39662551879883,4176252,300747.SZ
2020-10-09,42.2400016784668,42.599998474121094,41.746665954589844,41.99333190917969,41.93588638305664,4757131,300747.SZ
2020-10-12,42.51333236694336,43.393333435058594,42.119998931884766,43.2400016784668,43.180850982666016,4747741,300747.SZ
2020-10-13,43.040000915527344,45.33333206176758,42.41999816894531,44.59333419799805,44.53232955932617,5251237,300747.SZ
2020-10-14,44.41999816894531,44.93333435058594,43.68000030517578,43.84000015258789,43.780029296875,3626517,300747.SZ
2020-10-15,43.84000015258789,44.779998779296875,43.2066650390625,43.35333251953125,43.29402542114258,2803998,300747.SZ
2020-10-16,43.09333419799805,43.900001525878906,42.80666732788086,43.060001373291016,43.001094818115234,3390781,300747.SZ
2020-10-19,43.53333282470703,44.939998626708984,43.20000076293945,44.253334045410156,44.19279479980469,6277992,300747.SZ
2020-10-20,44.67333221435547,45.253334045410156,43.56666564941406,45.1533317565918,45.0915641784668,5240688,300747.SZ
2020-10-21,45.2599983215332,45.666664123535156,44.33333206176758,45.38666534423828,45.32457733154297,4153236,300747.SZ
2020-10-22,45.099998474121094,46.426666259765625,44.973331451416016,45.573333740234375,45.510990142822266,4474482,300747.SZ
2020-10-23,45.40666580200195,47.133331298828125,45.40666580200195,46.426666259765625,46.363155364990234,4393494,300747.SZ
2020-10-26,46.71333312988281,48.02666473388672,45.70000076293945,47.63999938964844,47.5748291015625,5164867,300747.SZ
2020-10-27,48.06666564941406,51.33333206176758,47.33333206176758,49.7066650390625,49.638668060302734,11158102,300747.SZ
2020-10-28,50.12666702270508,50.220001220703125,48.64666748046875,49.56666564941406,49.49885940551758,6008734,300747.SZ
2020-10-29,49.133331298828125,50.93333435058594,48.666664123535156,50.7599983215332,50.69055938720703,6717030,300747.SZ
2020-10-30,50.50666427612305,51.0,49.666664123535156,49.93333435058594,49.86502456665039,5713827,300747.SZ
2020-11-02,49.86666488647461,51.313331604003906,49.246665954589844,50.43333435058594,50.364341735839844,6774006,300747.SZ
2020-11-03,50.70000076293945,50.85333251953125,48.86666488647461,49.53333282470703,49.465572357177734,7193625,300747.SZ
2020-11-04,49.619998931884766,49.99333190917969,48.91999816894531,49.766666412353516,49.698585510253906,4143684,300747.SZ
2020-11-05,50.33333206176758,53.0,49.313331604003906,50.86666488647461,50.797080993652344,9266730,300747.SZ
2020-11-06,51.08000183105469,52.32666778564453,50.51333236694336,52.233333587646484,52.16188049316406,8186278,300747.SZ
2020-11-09,52.27333450317383,52.68000030517578,51.20000076293945,52.459999084472656,52.38823318481445,7946535,300747.SZ
2020-11-10,52.073333740234375,52.99333190917969,51.20000076293945,52.119998931884766,52.04869842529297,5942251,300747.SZ
2020-11-11,52.119998931884766,52.5,50.46666717529297,50.573333740234375,50.504150390625,5716843,300747.SZ
2020-11-12,50.59333419799805,54.59333419799805,50.18666458129883,53.21333312988281,53.14053726196289,9836440,300747.SZ
2020-11-13,53.47999954223633,61.06666564941406,53.11333465576172,59.099998474121094,59.01914978027344,17195781,300747.SZ
2020-11-16,59.21333312988281,61.253334045410156,57.666664123535156,59.666664123535156,59.58504104614258,14008414,300747.SZ
2020-11-17,59.30666732788086,59.33333206176758,56.70000076293945,57.573333740234375,57.49457550048828,9102586,300747.SZ
2020-11-18,57.58000183105469,59.46666717529297,57.20000076293945,57.733333587646484,57.654354095458984,8059411,300747.SZ
2020-11-19,57.720001220703125,61.119998931884766,57.0533332824707,59.973331451416016,59.89128875732422,8793096,300747.SZ
2020-11-20,59.06666564941406,59.900001525878906,57.253334045410156,58.926666259765625,58.84605407714844,8315655,300747.SZ
2020-11-23,59.253334045410156,60.90666580200195,58.2066650390625,59.48666763305664,59.40529251098633,5731816,300747.SZ
2020-11-24,58.84000015258789,60.133331298828125,58.38666534423828,58.50666427612305,58.42662811279297,5135266,300747.SZ
2020-11-25,58.813331604003906,59.77333450317383,56.46666717529297,56.46666717529297,56.38942337036133,8588640,300747.SZ
2020-11-26,56.46666717529297,56.666664123535156,55.00666427612305,55.54666519165039,55.47067642211914,7295796,300747.SZ
2020-11-27,56.166664123535156,56.52000045776367,53.279998779296875,53.79999923706055,53.726402282714844,8605692,300747.SZ
2020-11-30,54.233333587646484,54.599998474121094,52.0,53.13999938964844,53.06730270385742,5598294,300747.SZ
2020-12-01,53.18000030517578,54.560001373291016,53.14666748046875,54.13999938964844,54.06593704223633,4514665,300747.SZ
2020-12-02,54.20000076293945,54.36666488647461,52.666664123535156,53.246665954589844,53.173824310302734,4811113,300747.SZ
2020-12-03,53.21333312988281,53.766666412353516,52.20000076293945,52.53333282470703,52.46146774291992,4181712,300747.SZ
2020-12-04,52.79999923706055,53.19333267211914,51.91999816894531,52.753334045410156,52.68116760253906,3417634,300747.SZ
2020-12-07,53.0,53.666664123535156,52.43333435058594,52.599998474121094,52.52804183959961,3696718,300747.SZ
2020-12-08,52.599998474121094,52.926666259765625,51.5533332824707,51.86666488647461,51.795711517333984,4160097,300747.SZ
2020-12-09,51.880001068115234,52.53333282470703,50.599998474121094,50.599998474121094,50.53077697753906,3458988,300747.SZ
2020-12-10,51.2599983215332,53.0,51.04666519165039,51.32666778564453,51.25645446777344,4140018,300747.SZ
2020-12-11,51.266666412353516,51.586666107177734,49.34000015258789,49.666664123535156,49.59872055053711,5373127,300747.SZ
2020-12-14,50.119998931884766,51.33333206176758,50.03333282470703,51.2400016784668,51.16990661621094,3539788,300747.SZ
2020-12-15,50.88666534423828,52.220001220703125,50.733333587646484,51.266666412353516,51.196533203125,3905403,300747.SZ
2020-12-16,50.96666717529297,51.84666442871094,50.68000030517578,51.29999923706055,51.229820251464844,3110871,300747.SZ
2020-12-17,51.33333206176758,51.98666763305664,50.53333282470703,50.61333465576172,50.544097900390625,2991484,300747.SZ
2020-12-18,50.380001068115234,52.099998474121094,50.33333206176758,51.83333206176758,51.76242446899414,4250764,300747.SZ
2020-12-21,51.79999923706055,54.06666564941406,51.33333206176758,53.54666519165039,53.47341537475586,6849921,300747.SZ
2020-12-22,53.380001068115234,53.666664123535156,51.56666564941406,51.56666564941406,51.496124267578125,4686523,300747.SZ
2020-12-23,51.34000015258789,54.78666687011719,51.33333206176758,53.7400016784668,53.66648483276367,6174786,300747.SZ
2020-12-24,53.913333892822266,56.0533332824707,53.400001525878906,54.43333435058594,54.35887145996094,5293278,300747.SZ
2020-12-25,53.53333282470703,54.400001525878906,52.133331298828125,52.560001373291016,52.48809814453125,4845888,300747.SZ
2020-12-28,52.00666427612305,53.69333267211914,51.099998474121094,51.540000915527344,51.4694938659668,6158076,300747.SZ
2020-12-29,51.52666473388672,55.06666564941406,51.33333206176758,54.68000030517578,54.60519790649414,9022312,300747.SZ
2020-12-30,54.106666564941406,56.08000183105469,53.880001068115234,55.313331604003906,55.23766326904297,6754180,300747.SZ
